sample_id,tc,tn,ph_h2o,ph_kcl,ph_cacl2,clay_0-0.002,silt_0.002-0.05,silt_0.002-0.063,sand_0.05-2,sand_0.063-2,al_icp,fe_icp,ca_icp,mg_icp,k_icp,mn_icp,na_icp,p_icp
ili_s3_msms_20,12.93,0.949,5.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ili_s3_mcms_20,21.42,1.416,4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ili_s0_msms_50,12.71,0.744,4.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ili_s0_mcms_50,13.95,0.842,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ili_s1_msms_50,11.27,0.892,5.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ili_s1_mcms_50,8.499,0.663,5.17,NA,NA,NA,NA,NA,NA,NA,7.8293623,10.1534281,106.0410246,75.1123924,61.1392783,13.2551281,7.4560095,75.1123924
ili_s2_msms_50,12.09,0.844,5.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ili_s2_mcms_50,12.8,0.999,4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ili_s3_msms_50,9.466,0.766,4.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ili_s3_mcms_50,12.73,0.858,5.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ili_s0_mcmc_20,13.46,1.014,4.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ili_s1_mcmc_20,20.5,1.576,5.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ili_s2_mcmc_20,12.47,0.988,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ili_s3_mcmc_20,11.65,0.867,5.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ili_s0_mcmc_50,12.18,0.895,5.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ili_s1_mcmc_50,14.73,1.067,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ili_s2_mcmc_50,15.51,1.249,5.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ili_s3_mcmc_50,9.828,0.807,5.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s0_arar_20,13.27,1.059,5.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s0_mcar_20,14.34,1.162,5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s1_arar_20,12.22,1.043,4.84,NA,NA,NA,NA,NA,NA,NA,12.8214255,24.0465507,164.0034531,91.1130295,161.4826592,25.5116483,5.9624366,204.093186
yol_s1_mcar_20,13.39,1.111,4.63,NA,NA,NA,NA,NA,NA,NA,11.2617798,21.5311561,116.3256789,83.6090817,115.3999204,25.4462423,5.9689614,181.7588733
yol_s0_arar_50,6.44,0.542,4.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s0_mcar_50,4.664,0.391,4.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s1_arar_50,5.948,0.632,4.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s1_mcar_50,4.976,0.501,4.65,NA,NA,NA,NA,NA,NA,NA,11.3253981,22.2681813,38.26148,57.39222,87.4912509,22.956888,5.4994501,153.0459199
yol_s0_rzrz_20,16.25,1.221,4.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s0_mcrz_20,17.46,1.342,5.29,NA,NA,NA,NA,NA,NA,NA,12.1491737,23.2285904,431.4006003,166.1475285,211.4577085,29.1486892,5.9988002,224.4449069
yol_s1_mcrz_20,13.11,1.002,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s0_rzrz_50,8.717,0.629,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s0_mcrz_50,6.567,0.457,4.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s1_mcrz_50,8.347,0.74,4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s0_msms_20,12.65,0.89,5.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s0_mcms_20,10.35,0.761,4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s1_msms_20,12.62,1.033,5.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s1_mcms_20,12.03,0.992,4.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s0_msms_50,5.324,0.439,4.51,NA,NA,NA,NA,NA,NA,NA,15.233153,30.60755,56.4975542,74.1530399,83.4415909,24.71768,6.9951034,176.5548568
yol_s0_mcms_50,5.476,0.396,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s1_msms_50,4.754,0.455,4.59,NA,NA,NA,NA,NA,NA,NA,13.1665329,28.7864335,49.1429594,68.0440976,88.5442721,26.4615935,5.5027514,173.8904717
yol_s1_mcms_50,4.914,0.397,4.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s0_mcmc_20,15.2,1.152,4.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s1_mcmc_20,9.283,0.771,4.85,NA,NA,NA,NA,NA,NA,NA,9.6165011,18.8141722,157.5795777,82.9366198,110.7784431,20.734155,5.489022,174.1669017
yol_s0_mcmc_50,6.863,0.548,4.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s1_mcmc_50,5.207,0.549,4.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s0_arar_20,16.58,0.981,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s0_mcar_20,13.9,0.855,4.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s1_arar_20,14.67,0.932,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s1_mcar_20,11.33,0.752,4.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s0_arar_50,8.36,0.598,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s0_mcar_50,9.957,0.617,4.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s1_arar_50,8.354,0.566,4.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s1_mcar_50,11.21,0.674,4.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s0_rzrz_20,8.971,0.616,4.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s0_mcrz_20,9.596,0.637,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s1_rzrz_20,15.43,1.041,5.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s1_mcrz_20,13.97,0.935,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s0_rzrz_50,9.704,0.624,4.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s0_mcrz_50,8.453,0.604,4.85,NA,NA,NA,NA,NA,NA,NA,7.1745618,16.7221824,80.9481442,55.3855723,71.6774515,17.0417146,4.4798407,106.510716
lil_s1_rzrz_50,9.01,0.576,4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s1_mcrz_50,8.964,0.531,4.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s0_msms_20,15.52,0.925,4.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s0_mcms_20,16.55,1.011,4.45,NA,NA,NA,NA,NA,NA,NA,8.0289874,17.9757407,101.6327523,66.2822297,74.5675085,22.0940766,3.9769338,128.1456442
lil_s1_msms_20,13.8,0.865,4.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s1_mcms_20,13.42,0.809,4.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s0_msms_50,12.38,0.709,4.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s0_mcms_50,13.03,0.829,4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s1_msms_50,10.03,0.682,4.92,NA,NA,NA,NA,NA,NA,NA,11.1598246,24.5117577,56.3189908,60.6512208,64.7668394,21.6611503,5.480271,116.9702116
lil_s1_mcms_50,9.844,0.651,4.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s0_mcmc_20,22.09,1.279,4.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s1_mcmc_20,15.95,1.053,4.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s0_mcmc_50,7.018,0.436,4.64,NA,NA,NA,NA,NA,NA,NA,7.0020294,17.122045,58.2382482,49.2785177,57.6827449,17.919461,3.9781203,103.0369007
lil_s1_mcmc_50,9.419,0.471,4.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lif_s2_mcmc_50,7.779,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lif_s2_mcmc_20,16.92,1.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lif_s2_mcms_50,10.06,0.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lif_s2_mcms_20,13.45,1.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lif_s2_msms_50,7.755,0.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lif_s2_msms_20,10.74,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lif_s2_arar_50,12.39,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lif_s2_arar_20,14.71,1.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lif_s2_mcar_50,9.989,0.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lif_s2_mcar_20,15.36,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lif_s2_rzrz_50,13.55,0.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lif_s2_rzrz_20,17.65,1.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lif_s2_mcrz_50,13.17,0.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lif_s2_mcrz_20,14.09,1.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yal_s0_rzrz_50,6.696,0.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yal_s0_rzrz_20,15.2,1.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yal_s0_mcms_50,8.476,0.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yal_s0_mcms_20,19.04,1.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yal_s0_mcrz_50,6.646,0.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yal_s0_mcrz_20,24.65,1.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yal_s0_mcmc_50,23.84,1.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yal_s0_mcmc_20,10,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yal_s0_msms_50,10.02,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yal_s0_msms_20,17.6,1.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yal_s0_arar_50,8.551,0.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yal_s0_mcar_50,6.554,0.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yal_s0_mcar_20,24.06,1.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yon_1x_mcrz_50,4.929,0.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yon_1x_mcms_50,5.412,0.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yon_1x_mcms_20,13.56,1.023,NA,NA,NA,NA,NA,NA,NA,NA,7.6724155,15.4466413,496.8337032,114.0274073,80.5970149,36.6516666,4.4776119,150.6790739
yon_1x_mcar_50,4.794,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yon_1x_mcmc_20,12.89,1.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yon_pp_mcms_50,4.792,0.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yon_pp_mcms_20,9.107,0.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yon_pp_mcrz_50,5.852,0.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yon_pp_mcrz_20,12.51,1.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yon_pp_mcar_50,5.83,0.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yon_pp_mcar_20,16.66,1.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yon_pp_mcmc_50,5.666,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yon_pp_mcmc_20,15.39,1.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yon_2x_mcrz_50,4.916,0.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yon_2x_mcrz_20,12.81,1.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yon_2x_mcms_20,16.8,1.164,NA,NA,NA,NA,NA,NA,NA,NA,5.8130713,12.2219997,408.7857055,96.9999979,62.9148915,24.2499995,4.9539285,114.3214261
yon_2x_mcar_50,4.848,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yon_2x_mcar_20,14.09,1.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yon_2x_mcmc_50,6.047,0.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yon_2x_mcmc_20,20.68,1.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bon_pp_mcrz_50,8.504,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bon_pp_mcrz_20,20.09,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bon_pp_mcms_50,6.933,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bon_pp_mcms_20,14.13,1.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bon_pp_mcar_20,15.34,1.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bon_pp_mcmc_50,8.824,0.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bon_pp_mcmc_20,23.31,1.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bon_2x_mcrz_50,10.44,0.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bon_2x_mcms_50,10.7,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bon_2x_mcms_20,20.32,1.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bon_2x_mcmc_50,7.104,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bon_2x_mcmc_20,11.98,0.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bon_2x_mcar_50,7.422,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bon_2x_mcar_20,18.24,1.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bon_1x_mcmc_50,7.999,0.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bon_1x_mcmc_20,21.38,1.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bon_1x_mcms_50,8.23,0.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bon_1x_mcms_20,16.88,1.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bon_1x_mcrz_50,8.542,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bon_1x_mcar_50,7.502,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bon_1x_mcar_20,13.14,0.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s3_rzrz_50,8.906,0.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s3_rzrz_20,14.82,1.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s3_mcar_50,10.13,0.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s3_mcrz_50,11.52,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s3_mcrz_20,12.8,0.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s3_msms_50,9.261,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s3_msms_20,10.96,0.808,NA,NA,NA,NA,NA,NA,NA,NA,6.5809803,15.6590585,50.108987,45.9332381,59.8802395,16.7029957,4.491018,100.2179741
lil_s3_mcms_20,12.55,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s3_arar_50,8.885,0.634,NA,NA,NA,NA,NA,NA,NA,NA,6.5238644,15.3950824,112.1470462,58.0070928,56.5027756,19.3356976,4.4607454,96.6784881
lil_s3_arar_20,12.41,0.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s3_mcmc_50,9.292,0.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lil_s3_mcmc_20,23.98,1.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s3_mcrz_50,5.527,0.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s3_mcrz_20,16.56,1.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s3_rzrz_20,12.53,0.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s3_mcms_50,5.258,0.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s3_mcms_20,10.31,0.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s3_msms_50,5.766,0.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s3_msms_20,13.92,1.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s3_mcar_50,6.396,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s3_mcar_20,10.63,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s3_arar_50,5.686,0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s3_arar_20,15.17,1.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s3_mcmc_20,12.88,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s2_mcrz_50,5.67,0.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s2_mcrz_20,17.03,1.377,NA,NA,NA,NA,NA,NA,NA,NA,9.7512292,19.6569172,166.652937,81.2941156,113.6816913,24.3882347,5.484643,174.7823486
yol_s2_mcms_20,13.21,1.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s2_msms_50,4.731,0.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s2_msms_20,13.01,1.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s2_mcar_50,6.912,0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s2_mcar_20,13.35,1.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s2_arar_20,10.91,0.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s2_mcmc_50,5.858,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yol_s2_mcmc_20,14.34,1.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctr_in_arar_20,10.87,0.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctr_in_mcar_50,6.299,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctr_in_mcar_20,9.847,0.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctr_in_mcms_50,5.846,0.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctr_in_mcms_20,11.14,0.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctr_in_mcnb_50,7.19,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctr_in_mcnb_20,12.54,1.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctr_in_msms_50,5.844,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctr_in_rzrz_20,9.4,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctr_in_mcrz_50,5.055,0.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctr_in_mcrz_20,10.42,0.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctr_in_mcmc_50,5.529,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctr_in_mcmc_20,9.161,0.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctr_in_mmnb_50,6.623,0.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctr_in_mmnb_20,10.21,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctr_in_nbnb_50,5.522,0.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bol_pp_mcrz_50,7.52,0.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bol_pp_mcrz_20,25.01,1.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bol_pp_mcar_50,7.384,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bol_pp_mcar_20,22.66,1.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bol_pp_mcms_50,6.149,0.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bol_pp_mcms_20,28.01,1.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
